Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With,CarbonEmission,subdomain,city,country,Diet_factor,Heating Energy Source_factor,Recycling_factor,Cooking_With_factor,Social Activity_factor,total_co2,Monthly Grocery Bill_share,Vehicle Monthly Distance Km_share,Waste Bag Weekly Count_share,How Long TV PC Daily Hour_share,How Many New Clothes Monthly_share,How Long Internet Daily Hour_share,Diet_factor_share,Heating Energy Source_factor_share,Recycling_factor_share,Cooking_With_factor_share,Social Activity_factor_share
overweight,female,pescatarian,twice a day,natural gas,walk/bicycle,never,84,very frequently,17,extra large,1,17,19,18,Yes,[],"['Stove', 'Oven', 'Grill', 'Airfryer']",2314,Student,Chennai,India,0.0,0.0,0.0,0.0,0.0,156.0,0.5384615384615384,0.10897435897435898,0.00641025641025641,0.10897435897435898,0.12179487179487179,0.11538461538461539,0.0,0.0,0.0,0.0,0.0
normal,male,omnivore,less frequently,natural gas,public,sometimes,176,very frequently,335,medium,6,14,42,1,Yes,"['Paper', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2892,Other,Kolkata,India,0.0,0.0,0.0,0.0,0.0,574.0,0.30662020905923343,0.5836236933797909,0.010452961672473868,0.024390243902439025,0.07317073170731707,0.0017421602787456446,0.0,0.0,0.0,0.0,0.0
overweight,female,pescatarian,twice a day,wood,public,sometimes,268,frequently,995,extra large,5,14,17,11,Yes,"['Paper', 'Plastic', 'Glass']",['Microwave'],2220,Engineering,Hyderabad,India,0.0,0.0,0.0,0.0,0.0,1310.0,0.20458015267175572,0.7595419847328244,0.003816793893129771,0.010687022900763359,0.012977099236641221,0.008396946564885497,0.0,0.0,0.0,0.0,0.0
overweight,female,omnivore,twice a day,wood,public,sometimes,248,very frequently,626,small,2,12,26,20,No,"['Plastic', 'Glass', 'Metal']",['Microwave'],2380,Finance,Pune,India,0.0,0.0,0.0,0.0,0.0,934.0,0.26552462526766596,0.6702355460385439,0.0021413276231263384,0.01284796573875803,0.027837259100642397,0.021413276231263382,0.0,0.0,0.0,0.0,0.0
underweight,female,pescatarian,less frequently,natural gas,walk/bicycle,sometimes,162,very frequently,50,medium,1,20,10,24,No,"['Paper', 'Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']",1815,Sales,Jaipur,India,0.0,0.0,0.0,0.0,0.0,267.0,0.6067415730337079,0.18726591760299627,0.003745318352059925,0.0749063670411985,0.03745318352059925,0.0898876404494382,0.0,0.0,0.0,0.0,0.0
obese,male,pescatarian,twice a day,electricity,walk/bicycle,often,199,never,11,medium,1,15,48,10,No,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1504,Operations,Ahmedabad,India,0.0,0.0,0.0,0.0,0.0,284.0,0.7007042253521126,0.03873239436619718,0.0035211267605633804,0.0528169014084507,0.16901408450704225,0.035211267605633804,0.0,0.0,0.0,0.0,0.0
underweight,male,pescatarian,less frequently,coal,walk/bicycle,never,124,never,53,large,6,13,23,4,Yes,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave']",1419,Student,Mumbai,India,0.0,0.0,0.0,0.0,0.0,223.0,0.5560538116591929,0.23766816143497757,0.026905829596412557,0.05829596412556054,0.1031390134529148,0.017937219730941704,0.0,0.0,0.0,0.0,0.0
obese,female,vegan,twice a day,natural gas,public,never,87,never,1527,large,2,19,33,10,No,[],"['Stove', 'Oven']",1577,Other,Navi Mumbai,India,0.0,0.0,0.0,0.0,0.0,1678.0,0.05184743742550656,0.9100119189511323,0.0011918951132300357,0.01132300357568534,0.01966626936829559,0.0059594755661501785,0.0,0.0,0.0,0.0,0.0
underweight,female,pescatarian,more frequently,natural gas,walk/bicycle,sometimes,271,rarely,60,medium,2,12,10,5,Yes,['Metal'],"['Stove', 'Oven', 'Grill', 'Airfryer']",1040,Engineering,Delhi,India,0.0,0.0,0.0,0.0,0.0,360.0,0.7527777777777778,0.16666666666666666,0.005555555555555556,0.03333333333333333,0.027777777777777776,0.013888888888888888,0.0,0.0,0.0,0.0,0.0
overweight,female,omnivore,less frequently,electricity,walk/bicycle,never,143,never,46,small,6,5,2,8,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",569,Finance,Bengaluru,India,0.0,0.0,0.0,0.0,0.0,210.0,0.680952380952381,0.21904761904761905,0.02857142857142857,0.023809523809523808,0.009523809523809525,0.0380952380952381,0.0,0.0,0.0,0.0,0.0
normal,male,pescatarian,more frequently,electricity,public,sometimes,77,never,185,large,7,1,22,13,Sometimes,['Metal'],"['Grill', 'Airfryer']",1458,Sales,Chennai,India,0.0,0.0,0.0,0.0,0.0,305.0,0.25245901639344265,0.6065573770491803,0.022950819672131147,0.003278688524590164,0.07213114754098361,0.04262295081967213,0.0,0.0,0.0,0.0,0.0
overweight,male,pescatarian,twice a day,natural gas,public,sometimes,125,very frequently,24,medium,1,15,37,17,Yes,['Plastic'],"['Stove', 'Oven', 'Grill', 'Airfryer']",2955,Operations,Kolkata,India,0.0,0.0,0.0,0.0,0.0,219.0,0.5707762557077626,0.1095890410958904,0.0045662100456621,0.0684931506849315,0.1689497716894977,0.0776255707762557,0.0,0.0,0.0,0.0,0.0
overweight,male,vegan,twice a day,natural gas,private,often,82,very frequently,2314,extra large,5,13,8,17,No,[],"['Oven', 'Microwave']",3816,Student,Hyderabad,India,0.0,0.0,0.0,0.0,0.0,2439.0,0.033620336203362036,0.948749487494875,0.002050020500205002,0.005330053300533005,0.003280032800328003,0.006970069700697007,0.0,0.0,0.0,0.0,0.0
underweight,male,pescatarian,twice a day,electricity,public,never,194,very frequently,1582,small,3,14,34,10,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",2393,Other,Pune,India,0.0,0.0,0.0,0.0,0.0,1837.0,0.10560696788241698,0.8611867174741427,0.001633097441480675,0.007621121393576484,0.018508437670114317,0.005443658138268917,0.0,0.0,0.0,0.0,0.0
obese,male,omnivore,more frequently,coal,private,often,276,rarely,9857,extra large,6,15,21,2,Sometimes,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",6233,Engineering,Jaipur,India,0.0,0.0,0.0,0.0,0.0,10177.0,0.02711997641741181,0.9685565490812617,0.0005895647047263437,0.0014739117618158594,0.002063476466542203,0.00019652156824211456,0.0,0.0,0.0,0.0,0.0
obese,female,pescatarian,twice a day,coal,private,sometimes,228,frequently,2799,medium,5,7,16,9,Yes,['Plastic'],['Oven'],3363,Finance,Ahmedabad,India,0.0,0.0,0.0,0.0,0.0,3064.0,0.07441253263707572,0.9135117493472585,0.0016318537859007832,0.0022845953002610967,0.005221932114882507,0.00293733681462141,0.0,0.0,0.0,0.0,0.0
overweight,male,omnivore,twice a day,electricity,public,sometimes,211,never,1006,large,2,8,42,17,Yes,['Plastic'],"['Stove', 'Oven', 'Grill', 'Airfryer']",1784,Sales,Mumbai,India,0.0,0.0,0.0,0.0,0.0,1286.0,0.1640746500777605,0.7822706065318819,0.0015552099533437014,0.006220839813374806,0.03265940902021773,0.013219284603421462,0.0,0.0,0.0,0.0,0.0
overweight,male,pescatarian,daily,natural gas,walk/bicycle,never,227,frequently,56,large,2,15,41,11,Yes,['Glass'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",2421,Operations,Navi Mumbai,India,0.0,0.0,0.0,0.0,0.0,352.0,0.6448863636363636,0.1590909090909091,0.005681818181818182,0.04261363636363636,0.11647727272727272,0.03125,0.0,0.0,0.0,0.0,0.0
normal,female,vegetarian,more frequently,coal,walk/bicycle,often,122,never,90,large,5,22,41,14,Sometimes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1741,Student,Delhi,India,0.0,0.0,0.0,0.0,0.0,294.0,0.41496598639455784,0.30612244897959184,0.017006802721088437,0.07482993197278912,0.13945578231292516,0.047619047619047616,0.0,0.0,0.0,0.0,0.0
underweight,female,vegetarian,twice a day,coal,private,never,69,very frequently,9947,medium,3,11,43,16,Sometimes,"['Glass', 'Metal']",['Microwave'],5557,Other,Bengaluru,India,0.0,0.0,0.0,0.0,0.0,10089.0,0.006839131727624145,0.9859252651402518,0.0002973535533749628,0.0010902963623748638,0.004262067598374468,0.0015858856179998017,0.0,0.0,0.0,0.0,0.0
underweight,female,pescatarian,twice a day,natural gas,public,often,118,very frequently,1510,medium,3,9,31,24,No,['Metal'],"['Oven', 'Microwave']",2354,Engineering,Chennai,India,0.0,0.0,0.0,0.0,0.0,1695.0,0.0696165191740413,0.8908554572271387,0.0017699115044247787,0.005309734513274336,0.018289085545722714,0.01415929203539823,0.0,0.0,0.0,0.0,0.0
underweight,female,vegetarian,twice a day,coal,private,sometimes,154,rarely,8270,extra large,4,10,18,8,Sometimes,"['Paper', 'Metal']",['Microwave'],3751,Finance,Kolkata,India,0.0,0.0,0.0,0.0,0.0,8464.0,0.018194706994328923,0.9770793950850661,0.0004725897920604915,0.0011814744801512287,0.0021266540642722116,0.000945179584120983,0.0,0.0,0.0,0.0,0.0
normal,male,vegetarian,more frequently,electricity,walk/bicycle,never,271,very frequently,97,extra large,2,9,21,13,Yes,['Plastic'],"['Microwave', 'Grill', 'Airfryer']",2492,Sales,Hyderabad,India,0.0,0.0,0.0,0.0,0.0,413.0,0.6561743341404358,0.23486682808716708,0.004842615012106538,0.021791767554479417,0.05084745762711865,0.031476997578692496,0.0,0.0,0.0,0.0,0.0
overweight,male,omnivore,less frequently,wood,public,never,216,frequently,498,large,1,10,35,16,No,[],"['Oven', 'Grill', 'Airfryer']",2500,Operations,Pune,India,0.0,0.0,0.0,0.0,0.0,776.0,0.27835051546391754,0.6417525773195877,0.001288659793814433,0.01288659793814433,0.045103092783505154,0.020618556701030927,0.0,0.0,0.0,0.0,0.0
normal,male,omnivore,daily,electricity,walk/bicycle,never,226,very frequently,85,small,2,1,29,24,No,"['Plastic', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2280,Student,Jaipur,India,0.0,0.0,0.0,0.0,0.0,367.0,0.6158038147138964,0.23160762942779292,0.005449591280653951,0.0027247956403269754,0.07901907356948229,0.0653950953678474,0.0,0.0,0.0,0.0,0.0
normal,male,vegetarian,more frequently,natural gas,public,sometimes,141,rarely,466,medium,2,24,13,23,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",1091,Other,Ahmedabad,India,0.0,0.0,0.0,0.0,0.0,669.0,0.21076233183856502,0.6965620328849028,0.0029895366218236174,0.03587443946188341,0.01943198804185351,0.0343796711509716,0.0,0.0,0.0,0.0,0.0
normal,male,omnivore,twice a day,natural gas,public,never,84,never,1557,extra large,1,20,45,5,Yes,['Plastic'],['Stove'],1488,Engineering,Mumbai,India,0.0,0.0,0.0,0.0,0.0,1712.0,0.04906542056074766,0.9094626168224299,0.0005841121495327102,0.011682242990654205,0.026285046728971962,0.0029205607476635513,0.0,0.0,0.0,0.0,0.0
normal,male,omnivore,daily,coal,walk/bicycle,often,288,very frequently,43,medium,1,6,10,16,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",2603,Finance,Navi Mumbai,India,0.0,0.0,0.0,0.0,0.0,364.0,0.7912087912087912,0.11813186813186813,0.0027472527472527475,0.016483516483516484,0.027472527472527472,0.04395604395604396,0.0,0.0,0.0,0.0,0.0
underweight,female,pescatarian,more frequently,electricity,private,often,57,very frequently,5589,medium,2,24,41,16,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2056,Sales,Delhi,India,0.0,0.0,0.0,0.0,0.0,5729.0,0.009949380345610053,0.9755629254669227,0.00034910106475824753,0.0041892127770989706,0.007156571827544074,0.0027928085180659802,0.0,0.0,0.0,0.0,0.0
underweight,male,omnivore,more frequently,electricity,public,often,59,very frequently,98,medium,4,5,13,11,Sometimes,"['Glass', 'Metal']","['Grill', 'Airfryer']",2157,Operations,Bengaluru,India,0.0,0.0,0.0,0.0,0.0,190.0,0.3105263157894737,0.5157894736842106,0.021052631578947368,0.02631578947368421,0.06842105263157895,0.05789473684210526,0.0,0.0,0.0,0.0,0.0
normal,female,vegetarian,daily,electricity,walk/bicycle,sometimes,207,frequently,82,small,5,0,6,18,Yes,[],['Microwave'],1297,Student,Chennai,India,0.0,0.0,0.0,0.0,0.0,318.0,0.6509433962264151,0.2578616352201258,0.015723270440251572,0.0,0.018867924528301886,0.05660377358490566,0.0,0.0,0.0,0.0,0.0
normal,female,vegetarian,daily,wood,private,often,239,very frequently,5562,small,7,4,15,11,Sometimes,"['Plastic', 'Metal']","['Stove', 'Oven']",3969,Other,Kolkata,India,0.0,0.0,0.0,0.0,0.0,5838.0,0.04093867762932511,0.9527235354573484,0.001199040767386091,0.0006851661527920521,0.0025693730729701952,0.0018842069201781431,0.0,0.0,0.0,0.0,0.0
overweight,female,vegetarian,daily,wood,public,sometimes,197,never,891,medium,7,2,18,20,No,"['Plastic', 'Glass']",['Oven'],1495,Engineering,Hyderabad,India,0.0,0.0,0.0,0.0,0.0,1135.0,0.173568281938326,0.785022026431718,0.006167400881057269,0.001762114537444934,0.015859030837004406,0.01762114537444934,0.0,0.0,0.0,0.0,0.0
obese,male,omnivore,more frequently,electricity,walk/bicycle,never,179,very frequently,40,medium,7,4,47,16,Yes,['Metal'],['Microwave'],3543,Finance,Pune,India,0.0,0.0,0.0,0.0,0.0,293.0,0.6109215017064846,0.13651877133105803,0.023890784982935155,0.013651877133105802,0.16040955631399317,0.05460750853242321,0.0,0.0,0.0,0.0,0.0
normal,male,omnivore,daily,natural gas,public,often,207,very frequently,1941,medium,5,19,7,23,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2798,Sales,Jaipur,India,0.0,0.0,0.0,0.0,0.0,2202.0,0.09400544959128065,0.8814713896457765,0.002270663033605813,0.00862851952770209,0.003178928247048138,0.01044504995458674,0.0,0.0,0.0,0.0,0.0
underweight,male,omnivore,daily,natural gas,walk/bicycle,sometimes,292,never,10,extra large,3,0,23,4,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1460,Operations,Ahmedabad,India,0.0,0.0,0.0,0.0,0.0,332.0,0.8795180722891566,0.030120481927710843,0.009036144578313253,0.0,0.06927710843373494,0.012048192771084338,0.0,0.0,0.0,0.0,0.0
underweight,male,omnivore,more frequently,coal,private,sometimes,210,rarely,3632,small,7,22,18,19,Yes,[],"['Stove', 'Oven', 'Grill', 'Airfryer']",2014,Student,Mumbai,India,0.0,0.0,0.0,0.0,0.0,3908.0,0.05373592630501536,0.9293756397134084,0.0017911975435005118,0.005629477993858751,0.004605936540429887,0.004861821903787103,0.0,0.0,0.0,0.0,0.0
underweight,female,pescatarian,twice a day,electricity,public,never,204,never,1488,medium,1,20,2,22,Sometimes,"['Paper', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",596,Other,Navi Mumbai,India,0.0,0.0,0.0,0.0,0.0,1737.0,0.11744386873920552,0.8566493955094991,0.0005757052389176742,0.011514104778353483,0.0011514104778353484,0.012665515256188831,0.0,0.0,0.0,0.0,0.0
underweight,female,pescatarian,less frequently,natural gas,walk/bicycle,sometimes,156,frequently,21,large,4,21,8,18,Yes,"['Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1486,Engineering,Delhi,India,0.0,0.0,0.0,0.0,0.0,228.0,0.6842105263157895,0.09210526315789473,0.017543859649122806,0.09210526315789473,0.03508771929824561,0.07894736842105263,0.0,0.0,0.0,0.0,0.0
obese,female,pescatarian,less frequently,electricity,private,sometimes,133,frequently,2991,extra large,1,10,5,6,Sometimes,['Plastic'],[],1740,Finance,Bengaluru,India,0.0,0.0,0.0,0.0,0.0,3146.0,0.04227590591226955,0.9507310870947234,0.0003178639542275906,0.003178639542275906,0.001589319771137953,0.0019071837253655435,0.0,0.0,0.0,0.0,0.0
overweight,female,vegan,twice a day,electricity,public,never,166,never,304,large,2,4,45,21,Yes,"['Paper', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1078,Sales,Chennai,India,0.0,0.0,0.0,0.0,0.0,542.0,0.3062730627306273,0.5608856088560885,0.0036900369003690036,0.007380073800738007,0.08302583025830258,0.03874538745387454,0.0,0.0,0.0,0.0,0.0
underweight,female,omnivore,daily,electricity,walk/bicycle,never,191,frequently,68,medium,3,3,6,8,Yes,[],"['Microwave', 'Grill', 'Airfryer']",1252,Operations,Kolkata,India,0.0,0.0,0.0,0.0,0.0,279.0,0.6845878136200717,0.24372759856630824,0.010752688172043012,0.010752688172043012,0.021505376344086023,0.02867383512544803,0.0,0.0,0.0,0.0,0.0
underweight,female,pescatarian,more frequently,wood,walk/bicycle,never,126,never,99,large,1,2,35,3,Sometimes,"['Plastic', 'Glass']","['Stove', 'Microwave']",972,Student,Hyderabad,India,0.0,0.0,0.0,0.0,0.0,266.0,0.47368421052631576,0.37218045112781956,0.0037593984962406013,0.007518796992481203,0.13157894736842105,0.011278195488721804,0.0,0.0,0.0,0.0,0.0
normal,female,pescatarian,more frequently,wood,private,sometimes,247,very frequently,8099,small,1,13,0,18,Yes,"['Paper', 'Plastic']","['Grill', 'Airfryer']",2924,Other,Pune,India,0.0,0.0,0.0,0.0,0.0,8378.0,0.02948197660539508,0.9666984960611125,0.00011936022917164001,0.0015516829792313201,0.0,0.0021484841250895203,0.0,0.0,0.0,0.0,0.0
obese,female,vegetarian,more frequently,electricity,private,often,218,rarely,2683,extra large,3,3,2,4,No,"['Paper', 'Plastic', 'Glass', 'Metal']",['Oven'],1656,Engineering,Jaipur,India,0.0,0.0,0.0,0.0,0.0,2913.0,0.07483693786474425,0.9210435976656368,0.0010298661174047373,0.0010298661174047373,0.0006865774116031583,0.0013731548232063166,0.0,0.0,0.0,0.0,0.0
overweight,male,vegan,more frequently,natural gas,private,sometimes,104,very frequently,6802,extra large,4,5,21,22,No,"['Paper', 'Plastic', 'Metal']",['Stove'],4154,Finance,Ahmedabad,India,0.0,0.0,0.0,0.0,0.0,6958.0,0.014946823799942513,0.9775797643000862,0.0005748778384593274,0.0007185972980741593,0.0030181086519114686,0.0031618281115263006,0.0,0.0,0.0,0.0,0.0
underweight,female,omnivore,less frequently,natural gas,public,sometimes,232,never,1012,large,4,24,37,0,Sometimes,['Glass'],['Oven'],1542,Sales,Mumbai,India,0.0,0.0,0.0,0.0,0.0,1309.0,0.17723453017570664,0.773109243697479,0.0030557677616501145,0.01833460656990069,0.02826585179526356,0.0,0.0,0.0,0.0,0.0,0.0
underweight,male,vegan,daily,natural gas,walk/bicycle,never,219,rarely,64,small,5,9,28,11,Yes,['Paper'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",1252,Operations,Navi Mumbai,India,0.0,0.0,0.0,0.0,0.0,336.0,0.6517857142857143,0.19047619047619047,0.01488095238095238,0.026785714285714284,0.08333333333333333,0.03273809523809524,0.0,0.0,0.0,0.0,0.0
normal,male,vegetarian,daily,natural gas,public,sometimes,290,frequently,54,large,6,21,17,18,Yes,"['Paper', 'Metal']","['Stove', 'Microwave']",2044,Student,Delhi,India,0.0,0.0,0.0,0.0,0.0,406.0,0.7142857142857143,0.1330049261083744,0.014778325123152709,0.05172413793103448,0.04187192118226601,0.04433497536945813,0.0,0.0,0.0,0.0,0.0
obese,female,pescatarian,less frequently,coal,private,never,239,never,2336,small,1,20,43,16,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2400,Other,Bengaluru,India,0.0,0.0,0.0,0.0,0.0,2655.0,0.09001883239171375,0.87984934086629,0.0003766478342749529,0.007532956685499058,0.016195856873822974,0.006026365348399247,0.0,0.0,0.0,0.0,0.0
normal,female,pescatarian,more frequently,wood,private,often,65,never,294,small,7,12,22,18,No,['Paper'],"['Stove', 'Microwave']",1299,Engineering,Chennai,India,0.0,0.0,0.0,0.0,0.0,418.0,0.15550239234449761,0.7033492822966507,0.01674641148325359,0.028708133971291867,0.05263157894736842,0.0430622009569378,0.0,0.0,0.0,0.0,0.0
normal,male,pescatarian,daily,electricity,public,never,150,rarely,1571,small,7,11,2,13,Sometimes,"['Paper', 'Plastic']","['Microwave', 'Grill', 'Airfryer']",904,Finance,Kolkata,India,0.0,0.0,0.0,0.0,0.0,1754.0,0.08551881413911061,0.8956670467502851,0.003990877993158495,0.006271379703534778,0.0011402508551881414,0.007411630558722919,0.0,0.0,0.0,0.0,0.0
normal,male,pescatarian,daily,natural gas,public,sometimes,97,frequently,1076,extra large,5,11,20,15,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2175,Sales,Hyderabad,India,0.0,0.0,0.0,0.0,0.0,1224.0,0.07924836601307189,0.8790849673202614,0.004084967320261438,0.008986928104575163,0.016339869281045753,0.012254901960784314,0.0,0.0,0.0,0.0,0.0
overweight,male,vegetarian,twice a day,natural gas,private,often,61,very frequently,768,medium,4,23,30,9,Yes,"['Glass', 'Metal']",['Microwave'],2961,Operations,Pune,India,0.0,0.0,0.0,0.0,0.0,895.0,0.06815642458100558,0.8581005586592179,0.004469273743016759,0.02569832402234637,0.0335195530726257,0.01005586592178771,0.0,0.0,0.0,0.0,0.0
overweight,female,vegetarian,daily,wood,public,often,192,frequently,1773,extra large,7,5,45,22,Sometimes,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave']",2876,Student,Jaipur,India,0.0,0.0,0.0,0.0,0.0,2044.0,0.09393346379647749,0.8674168297455969,0.003424657534246575,0.002446183953033268,0.02201565557729941,0.010763209393346379,0.0,0.0,0.0,0.0,0.0
obese,male,omnivore,twice a day,coal,walk/bicycle,never,90,very frequently,52,large,1,1,45,12,Sometimes,"['Paper', 'Glass']","['Stove', 'Microwave']",3343,Other,Ahmedabad,India,0.0,0.0,0.0,0.0,0.0,201.0,0.44776119402985076,0.25870646766169153,0.004975124378109453,0.004975124378109453,0.22388059701492538,0.05970149253731343,0.0,0.0,0.0,0.0,0.0
overweight,female,vegan,more frequently,coal,public,never,290,rarely,1346,extra large,1,4,7,23,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",1192,Engineering,Mumbai,India,0.0,0.0,0.0,0.0,0.0,1671.0,0.17354877318970677,0.805505685218432,0.0005984440454817474,0.0023937761819269898,0.004189108318372232,0.01376421304608019,0.0,0.0,0.0,0.0,0.0
obese,female,vegan,daily,electricity,walk/bicycle,never,242,frequently,24,small,4,11,6,12,No,"['Paper', 'Metal']","['Stove', 'Oven']",1246,Finance,Navi Mumbai,India,0.0,0.0,0.0,0.0,0.0,299.0,0.8093645484949833,0.0802675585284281,0.013377926421404682,0.03678929765886288,0.020066889632107024,0.04013377926421405,0.0,0.0,0.0,0.0,0.0
normal,female,vegan,daily,wood,walk/bicycle,never,246,very frequently,39,large,3,23,33,17,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave']",2262,Sales,Delhi,India,0.0,0.0,0.0,0.0,0.0,361.0,0.6814404432132964,0.10803324099722991,0.008310249307479225,0.06371191135734072,0.09141274238227147,0.04709141274238227,0.0,0.0,0.0,0.0,0.0
underweight,male,vegan,more frequently,electricity,public,often,220,rarely,909,small,5,0,24,12,Yes,['Plastic'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1340,Operations,Bengaluru,India,0.0,0.0,0.0,0.0,0.0,1170.0,0.18803418803418803,0.7769230769230769,0.004273504273504274,0.0,0.020512820512820513,0.010256410256410256,0.0,0.0,0.0,0.0,0.0
normal,male,vegan,less frequently,wood,public,often,242,never,1136,small,6,18,13,11,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",1143,Student,Chennai,India,0.0,0.0,0.0,0.0,0.0,1426.0,0.1697054698457223,0.7966339410939691,0.004207573632538569,0.012622720897615708,0.0091164095371669,0.007713884992987377,0.0,0.0,0.0,0.0,0.0
normal,male,vegan,more frequently,natural gas,public,never,76,frequently,1016,extra large,7,8,12,14,No,['Plastic'],[],2355,Other,Kolkata,India,0.0,0.0,0.0,0.0,0.0,1133.0,0.06707855251544571,0.8967343336275375,0.00617828773168579,0.00706090026478376,0.01059135039717564,0.01235657546337158,0.0,0.0,0.0,0.0,0.0
overweight,male,omnivore,more frequently,natural gas,private,sometimes,232,frequently,2264,small,6,5,35,23,No,['Paper'],['Stove'],3303,Engineering,Hyderabad,India,0.0,0.0,0.0,0.0,0.0,2565.0,0.09044834307992203,0.8826510721247564,0.0023391812865497076,0.001949317738791423,0.01364522417153996,0.008966861598440545,0.0,0.0,0.0,0.0,0.0
normal,male,omnivore,more frequently,wood,private,sometimes,118,never,4327,large,2,20,30,2,Yes,"['Plastic', 'Metal']",[],1193,Finance,Pune,India,0.0,0.0,0.0,0.0,0.0,4499.0,0.026228050677928428,0.9617692820626806,0.0004445432318292954,0.004445432318292954,0.006668148477439431,0.0004445432318292954,0.0,0.0,0.0,0.0,0.0
overweight,male,vegetarian,daily,wood,walk/bicycle,sometimes,124,very frequently,1,extra large,7,18,7,15,Sometimes,"['Plastic', 'Metal']",['Stove'],3149,Sales,Jaipur,India,0.0,0.0,0.0,0.0,0.0,172.0,0.7209302325581395,0.005813953488372093,0.040697674418604654,0.10465116279069768,0.040697674418604654,0.0872093023255814,0.0,0.0,0.0,0.0,0.0
overweight,female,vegan,daily,coal,walk/bicycle,sometimes,160,never,6,medium,1,12,32,24,Yes,['Metal'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",1367,Operations,Ahmedabad,India,0.0,0.0,0.0,0.0,0.0,235.0,0.6808510638297872,0.02553191489361702,0.00425531914893617,0.05106382978723404,0.13617021276595745,0.10212765957446808,0.0,0.0,0.0,0.0,0.0
obese,female,vegan,less frequently,wood,walk/bicycle,sometimes,199,never,80,extra large,4,17,16,1,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']",['Microwave'],1105,Student,Mumbai,India,0.0,0.0,0.0,0.0,0.0,317.0,0.6277602523659306,0.25236593059936907,0.012618296529968454,0.05362776025236593,0.050473186119873815,0.0031545741324921135,0.0,0.0,0.0,0.0,0.0
overweight,male,vegan,twice a day,natural gas,public,sometimes,219,frequently,38,small,5,18,7,14,Yes,"['Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']",1734,Other,Navi Mumbai,India,0.0,0.0,0.0,0.0,0.0,301.0,0.7275747508305648,0.12624584717607973,0.016611295681063124,0.059800664451827246,0.023255813953488372,0.046511627906976744,0.0,0.0,0.0,0.0,0.0
normal,male,vegan,twice a day,wood,private,never,102,very frequently,2976,extra large,1,0,14,9,Sometimes,['Glass'],"['Stove', 'Oven']",2746,Engineering,Delhi,India,0.0,0.0,0.0,0.0,0.0,3102.0,0.03288201160541586,0.9593810444874274,0.0003223726627981947,0.0,0.004513217279174726,0.0029013539651837525,0.0,0.0,0.0,0.0,0.0
obese,female,omnivore,more frequently,natural gas,public,never,65,frequently,992,small,1,17,27,4,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']",['Oven'],1506,Finance,Bengaluru,India,0.0,0.0,0.0,0.0,0.0,1106.0,0.05877034358047016,0.8969258589511754,0.0009041591320072332,0.015370705244122965,0.024412296564195298,0.003616636528028933,0.0,0.0,0.0,0.0,0.0
